term_ID,HPO_term_name,phecode,phecode_string
6323,Premature loss of primary teeth,525.1,Loss of teeth or edentulism
6332,Supernumerary maxillary incisor,520.2,Disturbances in tooth eruption
6334,Hypoplasia of the primary teeth,520.1,Hereditary disturbances in tooth structure
6335,Persistence of primary teeth,520.2,Disturbances in tooth eruption
6342,Peg-shaped maxillary lateral incisors,"",
6344,Abnormality of primary molar morphology,"",
6346,Screwdriver-shaped incisors,"",
6347,Microdontia of primary teeth,520.1,Hereditary disturbances in tooth structure
6349,Agenesis of permanent teeth,520.1,Hereditary disturbances in tooth structure
6350,Obliteration of the pulp chamber,522.1,Pulpitis and necrosis of tooth pulp
6352,Failure of eruption of permanent teeth,520.2,Disturbances in tooth eruption
6353,Hypoplasia of the tooth germ,520.1,Hereditary disturbances in tooth structure
6355,Agenesis of mandibular central incisor,520.2,Disturbances in tooth eruption
6357,Premature loss of permanent teeth,525.1,Loss of teeth or edentulism
6361,Irregular femoral epiphysis,"",
6362,Varus deformity of humeral neck,"",
6367,Crumpled long bones,"",
6368,Forearm reduction defects,"",
6375,Dumbbell-shaped femur,"",
6376,Limited elbow flexion,741,Symptoms and disorders of the joints
6379,Proximal tibial hypoplasia,"",
6380,Knee flexion contracture,739,Contracture of joint
6381,Rudimentary fibula,"",
6384,Club-shaped distal femur,"",
6385,Short lower limbs,"",
6386,Hypoplastic distal radial epiphyses,"",
6387,Wide distal femoral metaphysis,"",
6389,Limited knee flexion,741,Symptoms and disorders of the joints
6390,Anterior tibial bowing,736.4,Genu valgum or varum (acquired)
6391,Overtubulated long bones,"",
6392,Increased density of long bones,"",
6394,Limited pronation/supination of forearm,"",
6397,Lateral displacement of patellae,"",
6398,Flat distal femoral epiphysis,"",
6400,Absent knee epiphyses,"",
6402,Distal shortening of limbs,"",
6406,Club-shaped proximal femur,"",
6407,Irregular distal femoral epiphysis,"",
6408,Distal tapering femur,"",
6414,Distal tibial bowing,736.4,Genu valgum or varum (acquired)
6415,Cortically dense long tubular bones,"",
6417,Broad femoral metaphyses,"",
6424,Elongated radius,"",
6429,Broad femoral neck,"",
6431,Proximal femoral metaphyseal abnormality,"",
6432,Trapezoidal distal femoral condyles,"",
6434,Hypoplasia of proximal radius,755.4,"Congenital anomalies of upper limb, including shoulder girdle"
6436,Shortening of the tibia,"",
6437,Disproportionate prominence of the femoral medial condyle,"",
6438,Enlargement of the distal femoral epiphysis,"",
6439,Radioulnar dislocation,830,Dislocation
6440,Increased density of long bone diaphyses,"",
6442,Hypoplasia of proximal fibula,"",
6443,Patellar aplasia,"",
6446,Dysplastic patella,"",
6450,Multicentric ossification of proximal femoral epiphyses,"",
6453,Lateral displacement of the femoral head,"",
6454,Delayed patellar ossification,"",
6456,Irregular proximal tibial epiphyses,"",
6459,Dorsal subluxation of ulna,830,Dislocation
6460,Increased laxity of ankles,728.2,Laxity of ligament or hypermobility syndrome
6461,Proximal femoral epiphysiolysis,"",
6462,Generalized bone demineralization,743,"Osteoporosis, osteopenia and pathological fracture"
6465,Periosteal thickening of long tubular bones,"",
6466,Ankle contracture,739,Contracture of joint
6467,Limited shoulder movement,741.2,Stiffness of joint
6471,Fixed elbow flexion,741,Symptoms and disorders of the joints
6473,Anterior bowing of long bones,"",
6477,Abnormality of the alveolar ridges,"",
6480,Premature loss of teeth,525.1,Loss of teeth or edentulism
6481,Abnormality of primary teeth,"",
6482,Abnormality of dental morphology,520,Disorders of tooth development
6483,Abnormal number of teeth,520.1,Hereditary disturbances in tooth structure
6485,Agenesis of incisor,520.2,Disturbances in tooth eruption
6487,Bowing of the long bones,736,Other acquired deformities of limbs
6489,Abnormality of the femoral metaphysis,"",
6492,Aplasia/Hypoplasia of the fibula,"",
6495,Aplasia/Hypoplasia of the ulna,"",
6498,Aplasia/Hypoplasia of the patella,755.6,"Other congenital anomalies of lower limb, including pelvic girdle"
6499,Abnormality of femoral epiphysis,"",
6501,Aplasia/Hypoplasia of the radius,755.4,"Congenital anomalies of upper limb, including shoulder girdle"
6502,Aplasia/Hypoplasia involving the carpal bones,755.3,Congenital anomaly of fingers/toes
6507,Aplasia/hypoplasia of the humerus,"",
6510,Chronic obstructive pulmonary disease,496,Chronic airway obstruction
6511,Laryngeal stridor,473.3,Paralysis/spasm of vocal cords or larynx
6514,Intraalveolar nodular calcifications,504,Other alveolar and parietoalveolar pneumonopathy
6515,Interstitial pneumonitis,504.1,Idiopathic fibrosing alveolitis
6517,Alveolar proteinosis,504,Other alveolar and parietoalveolar pneumonopathy
6518,Pulmonary venous occlusion,747.13,Congenital anomalies of great vessels
6519,Alveolar cell carcinoma,165.1,Cancer of bronchus; lung
6520,Progressive pulmonary function impairment,512.9,Other dyspnea
6521,Pulmonary lymphangiectasia,450,Noninfectious disorders of lymphatic channels
6525,Lung segmentation defects,"",
6528,Chronic lung disease,496,Chronic airway obstruction
6530,Interstitial pulmonary abnormality,504.1,Idiopathic fibrosing alveolitis
6531,Pleural lymphangiectasia,450,Noninfectious disorders of lymphatic channels
6532,Recurrent pneumonia,480,Pneumonia
6536,Obstructive lung disease,496,Chronic airway obstruction
6538,Recurrent bronchopulmonary infections,483,Acute bronchitis and bronchiolitis
6543,Cardiorespiratory arrest,427.42,Cardiac arrest
6548,Pulmonary arteriovenous malformation,747.13,Congenital anomalies of great vessels
6549,Unilateral primary pulmonary dysgenesis,748,"Anomalies of respiratory system, congenital"
6554,Acute hepatic failure,573.4,Acute and subacute necrosis of liver
6555,Diffuse hepatic steatosis,571.5,Other chronic nonalcoholic liver disease
6557,Polycystic liver disease,750.22,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas"
6558,Decreased mitochondrial complex III activity in liver tissue,"",
6559,Hepatic calcification,573,Other disorders of liver
6561,Lipid accumulation in hepatocytes,"",
6562,Viral hepatitis,070,Viral hepatitis
6563,Malformation of the hepatic ductal plate,"",
6564,Fluctuating hepatomegaly,573.3,Hepatomegaly
6565,Increased hepatocellular lipid droplets,"",
6568,Increased hepatic glycogen content,"",
6571,Reduced number of intrahepatic bile ducts,"",
6572,Subacute progressive viral hepatitis,070,Viral hepatitis
6573,Acute hepatic steatosis,571.5,Other chronic nonalcoholic liver disease
6574,Hepatic arteriovenous malformation,747,Cardiac and circulatory congenital anomalies
6575,Intrahepatic cholestasis with episodic jaundice,575.2,Obstruction of bile duct
6576,Hepatic vascular malformations,"",
6579,Prolonged neonatal jaundice,656.8,Perinatal jaundice
6580,Portal fibrosis,571.51,Cirrhosis of liver without mention of alcohol
6581,Depletion of mitochondrial DNA in liver,"",
6582,Reye syndrome-like episodes,"",
6583,Fatal liver failure in infancy,"",
6584,Small abnormally formed scapulae,"",
6585,Congenital pseudoarthrosis of the clavicle,733.8,Malunion and nonunion of fracture
6587,Straight clavicles,"",
6589,Flaring of lower rib cage,"",
6591,Absent glenoid fossa,"",
6593,Anomalous rib insertion to vertebrae,754,Congenital musculoskeletal deformities of spine
6595,Scapulohumeral synostosis,741.2,Stiffness of joint
6597,Diaphragmatic paralysis,513.8,Disorders of diaphragm
6598,Irregular ossification at anterior rib ends,756.2,Pectus and other congenital anomalies of ribs/sternum
6600,Progressive calcification of costochondral cartilage,"",
6603,"Flared, irregular rib ends","",
6608,Midclavicular hypoplasia,"",
6610,Wide intermamillary distance,"",
6615,Absent in utero rib ossification,756.2,Pectus and other congenital anomalies of ribs/sternum
6619,Anterior rib punctate calcifications,756.2,Pectus and other congenital anomalies of ribs/sternum
6628,Absent sternal ossification,"",
6633,Glenoid fossa hypoplasia,"",
6637,Sternal punctate calcifications,"",
6638,Midclavicular aplasia,"",
6640,Multiple rib fractures,807,Fracture of ribs
6642,Large sternal ossification centers,"",
6643,Fused sternal ossification centers,"",
6644,Thoracic dysplasia,756.2,Pectus and other congenital anomalies of ribs/sternum
6645,Thin clavicles,"",
6646,Costal cartilage calcification,"",
6650,Thickening of the lateral border of the scapula,"",
6657,Hypoplasia of first ribs,756.2,Pectus and other congenital anomalies of ribs/sternum
6660,Aplastic clavicles,"",
6665,Coat hanger sign of ribs,756.2,Pectus and other congenital anomalies of ribs/sternum
6670,Impaired myocardial contractility,"",
6671,Paroxysmal atrial tachycardia,427.1,"Paroxysmal tachycardia, unspecified"
6673,Reduced systolic function,428.3,Heart failure with reduced EF [Systolic or combined heart failure]
6677,Prolonged QRS complex,426.32,Left bundle branch block
6682,Ventricular extrasystoles,427.6,Premature beats
6684,Ventricular preexcitation with multiple accessory pathways,426.4,Anomalous atrioventricular excitation
6685,Endocardial fibrosis,425.1,Primary/intrinsic cardiomyopathies
6687,Aortic tortuosity,"",
6689,Bacterial endocarditis,420.3,Endocarditis
6691,Pulmonic valve myxoma,212,Benign neoplasm of respiratory and intrathoracic organs
6692,Short chordae tendineae of the tricuspid valve,"",
6695,Atrioventricular canal defect,747.11,Cardiac shunt/ heart septal defect
6698,Dilatation of the ventricular cavity,416,Cardiomegaly
6699,Premature atrial contractions,427,Cardiac dysrhythmias
6703,Aplasia/Hypoplasia of the lungs,748,"Anomalies of respiratory system, congenital"
6706,Cystic liver disease,750.22,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas"
6709,Aplasia/Hypoplasia of the nipples,"",
6714,Aplasia/Hypoplasia of the sternum,756.2,Pectus and other congenital anomalies of ribs/sternum
6715,Glomus tympanicum paraganglioma,199,Neoplasm of uncertain behavior
6716,Hereditary nonpolyposis colorectal carcinoma,153,Colorectal cancer
6719,Benign gastrointestinal tract tumors,211,Benign neoplasm of other parts of digestive system
6721,Acute lymphoblastic leukemia,204.11,"Lymphoid leukemia, acute"
6722,Small intestine carcinoid,159.2,"Malignant neoplasm of small intestine, including duodenum"
6723,Intestinal carcinoid,159.2,"Malignant neoplasm of small intestine, including duodenum"
6725,Pancreatic adenocarcinoma,157,Pancreatic cancer
6727,T-cell acute lymphoblastic leukemias,204.11,"Lymphoid leukemia, acute"
6731,Follicular thyroid carcinoma,193,Thyroid cancer
6733,Acute megakaryocytic leukemia,204,Leukemia
6735,Renal cortical adenoma,"",
6737,Extraadrenal pheochromocytoma,227.1,Benign neoplasm of adrenal gland
6739,Squamous cell carcinoma of the skin,172.22,Squamous cell carcinoma
6740,Transitional cell carcinoma of the bladder,189.2,Cancer of bladder
6743,Embryonal rhabdomyosarcoma,170.2,Cancer of connective tissue
6744,Adrenocortical carcinoma,194,Cancer of other endocrine glands
6747,Ganglioneuroblastoma,170.2,Cancer of connective tissue
6748,Adrenal pheochromocytoma,227.1,Benign neoplasm of adrenal gland
6753,Neoplasm of the stomach,151,Cancer of stomach
6755,Cutaneous leiomyosarcoma,170.2,Cancer of connective tissue
6756,Diffuse leiomyomatosis,"",
6758,Malignant genitourinary tract tumor,189,Cancer of urinary organs (incl. kidney and bladder)
6765,Chondrosarcoma,170.1,Bone cancer
6766,Papillary renal cell carcinoma,189.11,"Malignant neoplasm of kidney, except pelvis"
6767,Pituitary prolactin cell adenoma,227.3,Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)
6769,Myxoid subcutaneous tumors,"",
6771,Duodenal adenocarcinoma,159.2,"Malignant neoplasm of small intestine, including duodenum"
6772,Renal angiomyolipoma,223,Benign neoplasm of kidney and other urinary organs
6774,Ovarian papillary adenocarcinoma,184.11,Malignant neoplasm of ovary
6775,Multiple myeloma,204.4,Multiple myeloma
6778,Benign genitourinary tract neoplasm,223,Benign neoplasm of kidney and other urinary organs
6779,Alveolar rhabdomyosarcoma,170.2,Cancer of connective tissue
6780,Parathyroid carcinoma,194,Cancer of other endocrine glands
6781,Hurthle cell thyroid adenoma,226,Benign neoplasm of thyroid glands
6782,Malignant eosinophil proliferation,"",
6783,Posterior pharyngeal cleft,"",
6784,Paranasal sinus hypoplasia,"",
6785,Limb-girdle muscular dystrophy,359.1,Muscular dystrophies
6789,Mitochondrial encephalopathy,348.8,"Encephalopathy, not elsewhere classified"
6794,Loss of ability to walk in first decade,741.3,Difficulty in walking
6799,Basal ganglia cysts,348.4,Cerebral cysts
6801,Hyperactive deep tendon reflexes,350.5,Abnormal reflex
6802,Abnormal anterior horn cell morphology,334.2,Anterior horn cell disease
6808,Cerebral hypomyelination,"",
6812,White mater abnormalities in the posterior periventricular region,"",
6813,Hemiclonic seizures,345.11,Generalized convulsive epilepsy
6817,Aplasia/Hypoplasia of the cerebellar vermis,752.2,Other specified congenital anomalies of nervous system
6818,Type I lissencephaly,752.2,Other specified congenital anomalies of nervous system
6821,"Polymicrogyria, anterior to posterior gradient",752.2,Other specified congenital anomalies of nervous system
6824,Cranial nerve paralysis,352,Disorders of other cranial nerves
6825,Pallor of dorsal columns of the spinal cord,"",
6827,Atrophy of the spinal cord,334.2,Anterior horn cell disease
6829,Severe muscular hypotonia,772.3,Muscle weakness
6834,Developmental stagnation at onset of seizures,"",
6844,Absent patellar reflexes,350.5,Abnormal reflex
6846,Acute encephalopathy,323,Encephalitis
6849,Hypodysplasia of the corpus callosum,752.2,Other specified congenital anomalies of nervous system
6850,Hypoplasia of the ventral pons,"",
6851,Symmetric spinal nerve root neurofibromas,199.4,Neurofibromatosis
6852,Episodic generalized hypotonia,350.3,Lack of coordination
6855,Cerebellar vermis atrophy,334.1,Spinocerebellar disease
6858,Impaired distal proprioception,"",
6859,Posterior leukoencephalopathy,348.8,"Encephalopathy, not elsewhere classified"
6870,Lobar holoprosencephaly,752.2,Other specified congenital anomalies of nervous system
6872,Cerebral hypoplasia,752.2,Other specified congenital anomalies of nervous system
6873,Symmetrical progressive peripheral demyelination,357,Inflammatory and toxic neuropathy
6879,Pontocerebellar atrophy,334.1,Spinocerebellar disease
6880,Cerebellar hemangioblastoma,759,Other and unspecified congenital anomalies
6882,Severe hydrocephalus,331.1,Hydrocephalus
6886,Impaired distal vibration sensation,687.4,Disturbance of skin sensation
6887,"Intellectual disability, progressive",315.3,Mental retardation
6888,Meningoencephalocele,752.1,Neural tube defects
6891,Thick cerebral cortex,"",
6892,Frontotemporal cerebral atrophy,290.12,Dementia with cerebral degenerations
6894,Hypoplastic olfactory lobes,"",
6895,Lower limb hypertonia,772.2,Spasm of muscle
6896,Hypnopompic hallucinations,292.6,Hallucinations
